Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
1996-07-25,11.93934263,12.13400583,11.93934263,11.9717865,6681200,0,0
1996-07-26,11.97178755,12.26378237,11.97178755,12.2313385,4899800,0,0
1996-07-29,12.19889079,12.19889079,11.97178378,12.00422764,3789600,0,0
1996-07-30,12.00423063,12.06911837,11.7446797,12.0366745,4923800,0,0
1996-07-31,12.03667408,12.29622501,11.97178635,12.16644955,5238200,0,0
1996-08-01,12.16644993,12.4908886,12.13400606,12.4908886,6525400,0,0
1996-08-02,12.49088604,12.8477685,12.13400359,12.78288078,6353800,0,0
1996-08-05,12.78288064,12.84776836,12.71799292,12.75043678,3924800,0,0
1996-08-06,12.75043991,12.81532764,12.65310831,12.81532764,4077000,0,0
1996-08-07,12.81532464,12.91265622,12.62066148,12.78288078,4535400,0,0
1996-08-08,12.78288625,12.81533013,12.65311076,12.7179985,2899800,0,0
1996-08-09,12.71799729,12.8153289,12.58822181,12.65310955,4218000,0,0
1996-08-12,12.65310402,12.91265488,12.65310402,12.91265488,4616400,0,0
1996-08-13,12.9126545,13.17220535,12.84776679,13.04242992,7750200,0,0
1996-08-14,13.04242562,13.20464485,12.97753793,13.13975716,4419800,0,0
1996-08-15,13.13975872,13.36686566,13.13975872,13.26953411,5801000,0,0
1996-08-16,13.30197965,13.52908662,13.30197965,13.43175507,7169800,0,0
1996-08-19,13.43175874,13.62642191,13.36687102,13.39931488,4550200,0,0
1996-08-20,13.39931926,13.43176314,13.20465603,13.30198765,4724200,0,0
1996-08-21,13.30198342,13.49664659,13.13976411,13.20465183,3575600,0,0
1996-08-22,13.20465865,13.49665356,13.13977089,13.49665356,3359800,0,0
1996-08-23,13.49665005,13.52909392,13.26954295,13.33443069,3196000,0,0
1996-08-26,13.33442181,13.36686566,13.20464641,13.26953411,3537000,0,0
1996-08-27,13.26953943,13.39931488,13.23709557,13.39931488,2485000,0,0
1996-08-28,13.39931926,13.49665088,13.2370999,13.30198765,3208800,0,0
1996-08-29,13.26953319,13.26953319,13.00998242,13.07487011,5919800,0,0
1996-08-30,13.0748831,13.0748831,12.88021982,12.97755146,5083800,0,0
1996-09-03,12.97754654,13.26954134,12.84777108,13.17220974,6286800,0,0
1996-09-04,13.172201,13.30197638,13.00998178,13.13975716,4924000,0,0
1996-09-05,13.13977085,13.17221473,12.97755146,12.97755146,3127200,0,0
1996-09-06,13.04243393,13.49664805,13.04243393,13.31820679,6239200,0,0
1996-09-09,13.31820158,13.46419892,13.30197965,13.43175507,4431800,0,0
1996-09-10,13.43175768,13.59397697,13.39931382,13.59397697,5633400,0,0
1996-09-11,13.59397862,13.59397862,13.4638927,13.49641418,3573400,0.0625,0
1996-09-12,13.49641418,13.72406454,13.49641418,13.49641418,3971400,0,0
1996-09-13,13.65902235,13.82162976,13.65902235,13.78910828,5152800,0,0
1996-09-16,13.78909948,14.01674971,13.78909948,13.82162094,5321600,0,0
1996-09-17,13.82162268,13.82162268,13.56145096,13.56145096,5381600,0,0
1996-09-18,13.56145714,13.6265001,13.39884974,13.49641418,6727200,0,0
1996-09-19,13.49641395,13.65902135,13.43137099,13.52893543,4955600,0,0
1996-09-20,13.46388736,13.46388736,13.20371562,13.30128002,15474000,0,0
1996-09-23,13.30128002,13.43136589,13.17119415,13.30128002,4439000,0,0
1996-09-24,13.30128694,13.56145881,13.23624397,13.39885139,6351800,0,0
1996-09-25,13.39884612,13.49641053,13.30128171,13.33380318,4778600,0,0
1996-09-26,13.33380843,13.52893733,13.26876546,13.39885139,4347000,0,0
1996-09-27,13.3988509,13.49641534,13.17120052,13.203722,5774800,0,0
1996-09-30,13.20372557,13.43137601,13.17120408,13.23624706,4200200,0,0
1996-10-01,13.23624467,13.23624467,12.74842239,13.04111576,13362000,0,0
1996-10-02,13.04111744,13.04111744,12.81346701,12.94355297,7877600,0,0
1996-10-03,12.94354596,13.0085889,12.68337418,12.71589565,7441200,0,0
1996-10-04,12.71589741,13.04111217,12.71589741,13.0085907,8541600,0,0
1996-10-07,13.00859214,13.17119954,13.00859214,13.0736351,5261400,0,0
1996-10-08,13.07363365,13.17119808,12.97606922,13.0085907,4834800,0,0
1996-10-09,13.00859595,13.04111744,12.74842403,12.94355297,6451000,0,0
1996-10-10,12.91103488,12.91103488,12.71590589,12.74842739,4148800,0,0
1996-10-11,12.78094552,13.04111744,12.78094552,12.94355297,4023200,0,0
1996-10-14,12.94355274,13.04111721,12.7809453,12.84598827,2867800,0,0
1996-10-15,12.8134603,12.8134603,12.39068115,12.6833744,9967000,0,0
1996-10-16,12.68337869,12.68337869,12.52077127,12.61833572,6003400,0,0
1996-10-17,12.61833527,12.9435501,12.48824934,12.81346416,6897400,0,0
1996-10-18,12.84598331,13.04111217,12.84598331,13.0085907,6593200,0,0
1996-10-21,13.00859595,13.00859595,12.81346701,12.94355297,5343200,0,0
1996-10-22,12.9435513,13.04111576,12.91102982,13.04111576,3776000,0,0
1996-10-23,13.04111362,13.10615658,12.94354918,13.0736351,4807200,0,0
1996-10-24,13.0736351,13.2362425,13.00859214,13.0736351,4399800,0,0
1996-10-25,13.07363773,13.10615921,12.97607327,12.97607327,3236600,0,0
1996-10-28,12.97606895,13.04111191,12.84598305,12.911026,4773600,0,0
1996-10-29,12.91103148,13.10616042,12.87850999,12.94355297,5272800,0,0
1996-10-30,12.94354989,13.17120027,12.94354989,13.1061573,5119800,0,0
1996-10-31,13.10615897,13.17120194,13.041116,13.13868046,4855200,0,0
1996-11-01,13.13867806,13.20372102,12.9110277,13.0736351,5650600,0,0
1996-11-04,13.07363607,13.23624348,12.94355014,13.203722,6481800,0,0
1996-11-05,13.26876546,13.39885139,13.26876546,13.39885139,5884200,0,0
1996-11-06,13.39884951,13.52893543,13.30128508,13.52893543,5866000,0,0
1996-11-07,13.52892906,13.62649345,13.43136467,13.62649345,4716600,0,0
1996-11-08,13.62649682,13.69153976,13.56145388,13.69153976,3525000,0,0
1996-11-11,13.69154283,13.69154283,13.49641395,13.52893543,3758600,0,0
1996-11-12,13.52893757,13.52893757,13.30128718,13.36633015,5168400,0,0
1996-11-13,13.39884951,13.59397839,13.39884951,13.52893543,3231800,0,0
1996-11-14,13.52892949,13.69153682,13.49640803,13.56145096,4485800,0,0
1996-11-15,13.65902187,13.78910779,13.65902187,13.72406483,7842600,0,0
1996-11-18,13.72406288,13.78910583,13.5614555,13.59397697,4119400,0,0
1996-11-19,13.59398271,13.6265042,13.39885377,13.46389675,4526400,0,0
1996-11-20,13.46388457,13.52892749,13.43136311,13.43136311,3913400,0,0
1996-11-21,13.43137165,13.52893609,13.04111387,13.1711998,11493800,0,0
1996-11-22,13.17120052,13.23624348,13.0085931,13.203722,7274000,0,0
1996-11-25,13.20372272,13.38259089,13.17120124,13.36633015,6048200,0,0
1996-11-26,13.39893,13.4641316,13.33372839,13.36632919,7812400,0.0625,0
1996-11-27,13.36632919,13.4315308,13.33372839,13.36632919,3441400,0,0
1996-11-29,13.36633055,13.39893136,13.33372974,13.33372974,1468400,0,0
1996-12-02,13.33372385,13.36632464,13.1381191,13.26852226,4731200,0,0
1996-12-03,13.26852292,13.26852292,12.97511578,12.97511578,6703000,0,0
1996-12-04,12.94251728,12.94251728,12.71431169,12.94251728,8298000,0,0
1996-12-05,12.9425156,13.00771719,12.61650765,12.84471321,7557800,0,0
1996-12-06,12.84471975,12.84471975,12.4209092,12.77951813,9673800,0,0
1996-12-09,12.81211774,13.10552502,12.81211774,13.10552502,5609200,0,0
1996-12-10,13.04031968,13.04031968,12.94251728,12.94251728,3946400,0,0
1996-12-11,12.9099148,12.9099148,12.68170924,12.84471321,6994400,0,0
1996-12-12,12.84471471,12.8773155,12.45350512,12.48610592,6523800,0,0
1996-12-13,12.48610592,12.58390832,12.22529953,12.48610592,8650800,0,0
1996-12-16,12.51870688,12.71431167,12.51870688,12.55130768,6619400,0,0
1996-12-17,12.55131083,12.77951648,12.48610921,12.68171406,7282400,0,0
1996-12-18,12.68170433,12.81210746,12.51870041,12.61650276,4048400,0,0
1996-12-19,12.61651201,13.36633055,12.48610878,13.33372974,10365800,0,0
1996-12-20,13.62713048,13.8879368,13.62713048,13.79013443,22801800,0,0
1996-12-23,13.79013792,13.85533952,13.52933153,13.65973473,5012400,0,0
1996-12-24,13.65973614,13.88794176,13.59453454,13.85534096,2368200,0,0
1996-12-26,13.85534151,13.98574472,13.82274071,13.88794231,3834400,0,0
1996-12-27,13.95314532,14.11614935,13.95314532,14.08354855,3794000,0,0
1996-12-30,14.08354657,14.14874818,13.85534096,13.85534096,2991000,0,0
1996-12-31,13.85534835,13.95315081,13.69234425,13.72494507,4135400,0,0
1997-01-02,13.69233134,13.69233134,13.33372266,13.52932739,7161800,0,0
1997-01-03,13.62713534,13.92054256,13.62713534,13.85534096,5312000,0,0
1997-01-06,13.85534835,13.98575163,13.62714261,13.72494507,6259600,0,0
1997-01-07,13.72493296,14.18134403,13.52932821,14.18134403,7325400,0,0
1997-01-08,14.18134914,14.21394994,13.85534111,13.92054272,5712000,0,0
1997-01-09,13.98574843,14.1813533,13.98574843,14.05095005,5715000,0,0
1997-01-10,14.05093784,14.11613941,13.72493001,14.11613941,6061600,0,0
1997-01-13,14.11614935,14.21395177,13.98574613,14.08354855,4327400,0,0
1997-01-14,14.2139545,14.53996264,14.2139545,14.47476101,7006000,0,0
1997-01-15,14.47475343,14.99636617,14.34435025,14.86596298,9699000,0,0
1997-01-16,14.86596575,15.09417137,14.76816335,15.02896976,6928200,0,0
1997-01-17,15.0289653,15.42017481,14.99636451,15.32237244,11371200,0,0
1997-01-20,15.32237244,15.61577957,15.32237244,15.32237244,7465600,0,0
1997-01-21,15.32237069,15.71358015,15.19196753,15.55057621,10445800,0,0
1997-01-22,15.55057986,15.58318065,15.35497508,15.48537827,6367200,0,0
1997-01-23,15.48537451,15.48537451,14.9637619,14.99636269,6414200,0,0
1997-01-24,14.99636769,15.06156929,14.6377589,14.89856529,10216000,0,0
1997-01-27,14.83336417,14.83336417,14.60515857,14.70296097,6329200,0,0
1997-01-28,14.7029667,14.89857158,14.34435776,14.47476101,8533400,0,0
1997-01-29,14.5073539,14.73555946,14.5073539,14.73555946,7654800,0,0
1997-01-30,14.76816508,14.99637072,14.76816508,14.96376991,5516800,0,0
1997-01-31,14.96376642,15.25717361,14.89856483,15.09416962,8654800,0,0
1997-02-03,15.09417204,15.51798248,15.06157123,15.51798248,7693400,0,0
1997-02-04,15.51797906,15.55057986,15.32237428,15.48537827,7997800,0,0
1997-02-05,15.48537799,15.61578117,15.09416844,15.19197083,7809800,0,0
1997-02-06,15.19197337,15.25717497,15.02896937,15.06157017,6090800,0,0
1997-02-07,15.06156764,15.22457162,14.86596287,15.19197083,6966000,0,0
1997-02-10,15.19197083,15.55057958,15.19197083,15.19197083,4787000,0,0
1997-02-11,15.19196961,15.45277596,15.19196961,15.45277596,4324600,0,0
1997-02-12,15.45278601,15.71359253,15.45278601,15.71359253,7335800,0,0
1997-02-13,15.71358067,15.90918541,15.64837909,15.90918541,7387800,0,0
1997-02-14,15.90919233,15.90919233,15.71358751,15.81138992,5933000,0,0
1997-02-18,15.81138527,16.03959084,15.77878448,16.03959084,5406800,0,0
1997-02-19,16.03958928,16.23519403,15.9743877,16.16999245,5995200,0,0
1997-02-20,16.13739401,16.13739401,15.94178923,15.97439003,5168600,0,0
1997-02-21,15.9743877,16.23519403,15.94178691,16.16999245,8153200,0,0
1997-02-24,16.16999729,16.4308037,16.03959409,16.3982029,6032000,0,0
1997-02-25,16.39819412,16.49599647,16.20258942,16.33299255,5326600,0,0
1997-02-26,16.30039489,16.30039489,15.77878225,15.90918541,7813600,0,0
1997-02-27,15.97439265,16.20259826,15.97439265,16.07219505,6025400,0,0
1997-02-28,16.07218936,16.10479015,15.81138304,15.90918541,5767400,0,0
1997-03-03,15.81138498,15.81138498,15.64838101,15.7461834,5929600,0,0
1997-03-04,15.74618309,15.87658627,15.45277596,15.45277596,7598400,0,0
1997-03-05,15.45278601,15.74619334,15.38758439,15.71359253,7617000,0,0
1997-03-06,15.81138438,16.00698913,15.81138438,15.87658596,10409400,0,0
1997-03-07,15.87658426,15.94178584,15.77878189,15.77878189,4057000,0,0
1997-03-10,15.7787847,15.97438947,15.7461839,15.94178867,6053600,0,0
1997-03-11,16.00698849,16.23519403,16.00698849,16.16999245,6334000,0,0
1997-03-12,16.17391436,16.17391436,15.87984319,15.94519234,5602800,0.07,0
1997-03-13,15.81450172,15.81450172,15.61845418,15.65112877,8282200,0,0
1997-03-14,15.65112625,15.71647542,15.48775332,15.55310249,6156600,0,0
1997-03-17,15.55310935,15.74915695,15.35706176,15.74915695,5342800,0,0
1997-03-18,15.74914382,15.84716753,15.6511201,15.78181839,5711800,0,0
1997-03-19,15.78181804,15.81449261,15.45507232,15.58577061,6087200,0,0
1997-03-20,15.58577625,15.61845084,15.32437959,15.42240334,4601200,0,0
1997-03-21,15.4877466,15.74914316,15.4877466,15.68379402,9848000,0,0
1997-03-24,15.68379454,15.71646911,15.38972339,15.6184454,6487000,0,0
1997-03-25,15.61845166,15.78182459,15.55310249,15.55310249,6652000,0,0
1997-03-26,15.52042453,15.52042453,15.19367875,15.32437706,7335200,0,0
1997-03-27,15.32438075,15.4224045,14.80158737,14.99763489,9268200,0,0
1997-03-31,14.86693287,14.86693287,14.44216336,14.57286167,13222800,0,0
1997-04-01,14.5728623,14.80158436,14.40948941,14.67088604,10285200,0,0
1997-04-02,14.6708854,14.83425829,14.50751252,14.57286167,5577000,0,0
1997-04-03,14.57286007,14.60553465,14.4094872,14.47483635,6560000,0,0
1997-04-04,14.47484151,14.99763489,14.40949234,14.99763489,6555400,0,0
1997-04-07,14.99763323,15.06298239,14.73623657,14.73623657,4746800,0,0
1997-04-08,14.73623624,14.89960915,14.54018875,14.83425999,4562400,0,0
1997-04-09,14.83426142,15.06298351,14.76891225,15.06298351,4871200,0,0
1997-04-10,15.06298055,15.09565513,14.89960766,14.89960766,3512200,0,0
1997-04-11,14.76891259,14.76891259,13.78867503,14.05007172,9281800,0,0
1997-04-14,14.18076374,14.60553316,14.18076374,14.54018402,9076800,0,0
1997-04-15,14.76890913,15.22635322,14.76890913,15.16100407,9081200,0,0
1997-04-16,15.16100344,15.42240005,15.09565428,15.3570509,7066000,0,0
1997-04-17,15.35705334,15.52042625,15.2590296,15.29170418,6547600,0,0
1997-04-18,15.29169946,15.65111975,15.29169946,15.58577061,7851400,0,0
1997-04-21,15.58577368,15.68379742,15.29170248,15.32437706,6825800,0,0
1997-04-22,15.4224024,16.17391777,15.4224024,16.17391777,10975200,0,0
1997-04-23,16.17392675,16.17392675,15.65113315,15.74915695,7897400,0,0
1997-04-24,15.74914316,15.94519059,15.61844488,15.68379402,4965000,0,0
1997-04-25,15.68379344,15.71646801,15.42239688,15.45507145,3983000,0,0
1997-04-28,15.45507577,15.97786903,15.38972662,15.97786903,4662200,0,0
1997-04-29,16.07588963,16.40263536,16.07588963,16.36996078,8004600,0,0
1997-04-30,16.36996625,16.6640375,16.2719425,16.63136292,8171000,0,0
1997-05-01,16.50066401,16.50066401,16.23926735,16.23926735,6145400,0,0
1997-05-02,16.30461397,16.79473262,16.30461397,16.72938347,5663200,0,0
1997-05-05,16.72938676,17.2521801,16.72938676,17.2521801,7260200,0,0
1997-05-06,17.25217524,17.54624641,17.15415151,17.38287354,10744400,0,0
1997-05-07,17.38286769,17.38286769,17.05612205,17.08879662,6473600,0,0
1997-05-08,17.08880489,17.28485237,16.89275742,16.89275742,8315800,0,0
1997-05-09,16.89274924,17.15414574,16.79472555,17.08879662,6832400,0,0
1997-05-12,17.08880237,17.44822268,17.08880237,17.38287354,5201600,0,0
1997-05-13,17.38287354,17.44822268,17.15415151,17.38287354,5670800,0,0
1997-05-14,17.44822734,17.64427484,17.44822734,17.51357651,5574600,0,0
1997-05-15,17.51356664,17.77496315,17.38286838,17.74228859,4740400,0,0
1997-05-16,17.74229838,17.87299671,17.44822714,17.48090172,9446000,0,0
1997-05-19,17.57893485,17.87300625,17.57893485,17.77498245,5010000,0,0
1997-05-20,17.77497164,17.90566996,17.64427332,17.87299538,5029600,0,0
1997-05-21,17.87299174,17.97101546,17.54624601,17.61159515,6042600,0,0
1997-05-22,17.61159556,17.6769447,17.35019896,17.38287354,4778200,0,0
1997-05-23,17.4809,17.87299496,17.4809,17.8076458,3512600,0,0
1997-05-27,17.80764642,18.03636849,17.48090062,17.90567017,6125800,0,0
1997-05-28,17.84031501,17.84031501,17.51356932,17.57891846,4731400,0,0
1997-05-29,17.5789246,17.64427376,17.48090085,17.64427376,3060200,0,0
1997-05-30,17.64427352,17.93834475,17.5135752,17.90567017,4255600,0,0
1997-06-02,17.87299989,17.87299989,17.64427777,17.67695236,3519200,0,0
1997-06-03,17.67693946,17.87298685,17.5462412,17.74228859,4326200,0,0
1997-06-04,17.74230184,17.74230184,17.41555595,17.41555595,5249800,0,0
1997-06-05,17.41554811,17.54624641,17.28484981,17.38287354,5899200,0,0
1997-06-06,17.41555585,17.77497633,17.41555585,17.70962715,4925600,0,0
1997-06-09,17.74229726,17.90567017,17.74229726,17.90567017,4292200,0,0
1997-06-10,17.90566996,18.10171744,17.80764622,17.87299538,5444600,0,0
1997-06-11,17.90966606,18.07337416,17.84418282,17.90966606,4033200,0.07,0
1997-06-12,18.13885457,18.33530426,18.13885457,18.33530426,6430400,0,0
1997-06-13,18.4335281,18.89191069,18.4335281,18.82642746,8388800,0,0
1997-06-16,18.82642185,19.02287147,18.76093864,18.76093864,5651000,0,0
1997-06-17,18.76093864,18.82642185,18.53174742,18.76093864,5209400,0,0
1997-06-18,18.76095024,18.92465836,18.66272537,18.695467,5276800,0,0
1997-06-19,18.6954593,18.85916735,18.56449286,18.72820091,6765000,0,0
1997-06-20,18.72820862,18.79369187,18.62998375,18.695467,10990600,0,0
1997-06-23,18.66273613,18.66273613,18.23709478,18.26983643,4148600,0,0
1997-06-24,18.26982275,18.46627246,18.13885628,18.41716003,6552200,0,0
1997-06-25,18.41715668,18.58086474,17.97514492,18.18796539,5855200,0,0
1997-06-26,18.18797085,18.40079139,18.15522923,18.30256653,4747200,0,0
1997-06-27,18.31892916,18.64634523,18.31892916,18.59723282,5457400,0,0
1997-06-30,18.59724429,18.6136151,17.56997574,17.81144524,8405600,0,0
1997-07-01,17.81144295,18.20434242,17.77870132,17.97515106,11291400,0,0
1997-07-02,17.97514812,18.44990158,17.84418165,18.44990158,7417800,0,0
1997-07-03,18.49901193,18.72820322,18.49901193,18.53175354,4004000,0,0
1997-07-07,18.53175788,18.7118368,18.22071247,18.30256653,6065200,0,0
1997-07-08,18.30257367,18.48265266,18.1388655,18.48265266,5503200,0,0
1997-07-09,18.48264575,18.53175819,18.08974629,18.17160034,6557600,0,0
1997-07-10,18.17159259,18.43352546,18.05699696,18.23707581,5044800,0,0
1997-07-11,18.23708522,18.35168091,18.22071441,18.28619766,3087400,0,0
1997-07-14,18.28620725,18.36806135,18.10612821,18.26983643,3563400,0,0
1997-07-15,18.26982286,18.38441852,18.13885639,18.36804771,5041400,0,0
1997-07-16,18.36804729,18.72820508,18.35167648,18.56449699,5546200,0,0
1997-07-17,18.5644995,18.84280329,18.08974599,18.30256653,7063600,0,0
1997-07-18,18.2861961,18.2861961,18.08974636,18.1388588,9139600,0,0
1997-07-21,18.04062104,18.04062104,17.74594665,17.89328384,6144800,0,0
1997-07-22,18.02426072,18.40078933,18.02426072,18.36804771,8252800,0,0
1997-07-23,18.36804446,18.53175252,18.07336995,18.08974075,6741600,0,0
1997-07-24,18.08975143,18.44990938,17.92604328,18.38442612,6158800,0,0
1997-07-25,18.38441852,18.58086823,18.30256448,18.36804771,5221000,0,0
1997-07-28,18.36805948,18.44991358,18.17160965,18.25346375,3888000,0,0
1997-07-29,18.25346375,18.33531784,18.00790145,18.25346375,5037800,0,0
1997-07-30,18.2534541,18.38442058,18.15522923,18.30256653,4879000,0,0
1997-07-31,18.30256506,18.31893587,18.0406321,18.10611534,6088000,0,0
1997-08-01,18.10611755,18.33530892,17.87692619,17.97515106,7182200,0,0
1997-08-04,17.97514897,18.13885707,17.8441825,18.05700302,4070000,0,0
1997-08-05,18.02426581,18.02426581,17.81144524,17.81144524,4023600,0,0
1997-08-06,17.81144325,17.97515137,17.66410595,17.84418488,7832200,0,0
1997-08-07,17.79507342,17.79507342,17.43491554,17.43491554,7551600,0,0
1997-08-08,17.22208954,17.22208954,16.41991997,16.41991997,18877800,0,0
1997-08-11,16.41993017,16.6327508,15.6177601,16.1743679,25320000,0,0
1997-08-12,16.17436366,16.30533016,15.87968902,15.96154308,14184800,0,0
1997-08-13,15.96153764,16.28895379,15.6832339,15.83057117,14515800,0,0
1997-08-14,15.83057426,15.99428237,15.5850121,15.7323494,10822200,0,0
1997-08-15,15.69960858,15.69960858,15.20848423,15.38856316,12587600,0,0
1997-08-18,15.38856218,15.81420326,15.20848326,15.81420326,12737600,0,0
1997-08-19,15.81419448,15.9615317,15.81419448,15.92879009,10347800,0,0
1997-08-20,15.92879827,16.19073123,15.84694422,16.10887718,9331400,0,0
1997-08-21,16.10888065,16.14162228,15.69961031,15.86331844,8738400,0,0
1997-08-22,15.86331551,15.89605713,15.42130362,15.89605713,7904800,0,0
1997-08-25,15.89605483,16.0433921,15.56863866,15.63412189,5655800,0,0
1997-08-26,15.63412035,15.71597439,15.45404148,15.45404148,6479800,0,0
1997-08-27,15.45405032,15.45405032,14.97929666,15.35582542,10290200,0,0
1997-08-28,15.35581512,15.40492754,14.9629158,15.25759029,9693800,0,0
1997-08-29,15.25759562,15.25759562,14.99566265,15.01203346,9787600,0,0
1997-09-02,15.01204021,15.69961457,14.93018612,15.68324375,9126200,0,0
1997-09-03,15.68323277,15.79782842,15.45404148,15.45404148,7742000,0,0
1997-09-04,15.45404209,15.65049178,15.27396321,15.61775017,7006200,0,0
1997-09-05,15.61776048,15.87969357,15.61776048,15.68324375,7411800,0,0
1997-09-08,15.68322981,15.87967945,15.48678017,15.48678017,5261200,0,0
1997-09-09,15.48678803,15.53590046,15.27396747,15.38856316,8264600,0,0
1997-09-10,15.38855997,15.50315563,15.07751461,15.09388542,6071800,0,0
1997-09-11,15.09782171,15.09782171,14.53985873,14.73678684,15022400,0.07,0
1997-09-12,14.73679565,15.03218799,14.45781399,14.98295593,13883800,0,0
1997-09-15,14.98295422,15.24552516,14.98295422,15.11423969,7217600,0,0
1997-09-16,15.21270013,15.78707393,15.21270013,15.55732441,9876400,0,0
1997-09-17,15.55732588,15.73784337,15.44245111,15.50809383,6530000,0,0
1997-09-18,15.50808463,15.57372731,15.36038858,15.44244194,7354800,0,0
1997-09-19,15.44245803,15.54092216,15.26194046,15.54092216,10150800,0,0
1997-09-22,15.65579844,15.80349465,15.65579844,15.71323586,5835000,0,0
1997-09-23,15.71322419,15.80348292,15.5901441,15.68860817,4942000,0,0
1997-09-24,15.68861681,16.04965193,15.68861681,15.91836643,9592800,0,0
1997-09-25,15.9183631,16.29580883,15.86913105,16.08246994,10278200,0,0
1997-09-26,16.13170735,16.26299286,16.13170735,16.26299286,5492200,0,0
1997-09-29,16.36144698,16.5747858,16.36144698,16.42708969,8656800,0,0
1997-09-30,16.41068107,16.41068107,15.98400336,16.01682472,6843200,0,0
1997-10-01,16.01683252,16.26299286,16.01683252,16.26299286,6044800,0,0
1997-10-02,16.26298363,16.50914383,16.21375159,16.50914383,6401600,0,0
1997-10-03,16.5091484,16.7224873,16.04964924,16.37786293,8069800,0,0
1997-10-06,16.47632247,16.62401859,16.47632247,16.50914383,4511000,0,0
1997-10-07,16.54196738,16.87018102,16.54196738,16.75530624,6927400,0,0
1997-10-08,16.75531342,16.83736687,16.41068895,16.47633171,6040800,0,0
1997-10-09,16.34503834,16.34503834,16.16452085,16.23016357,5424000,0,0
1997-10-10,16.23016137,16.24657205,15.98400119,16.19734001,3591200,0,0
1997-10-13,16.18092844,16.18092844,16.06605369,16.09887505,3216400,0,0
1997-10-14,16.0988785,16.32862804,15.85271828,15.95118237,6600200,0,0
1997-10-15,15.90195196,15.90195196,15.65579172,15.70502377,6319200,0,0
1997-10-16,15.70500816,16.00040017,15.37679483,15.47525883,7278600,0,0
1997-10-17,15.47526922,15.52450126,14.98294889,15.36039448,11165600,0,0
1997-10-20,15.36038858,15.5244953,15.09781784,15.44244194,8186800,0,0
1997-10-21,15.44244765,15.78707188,15.4096263,15.75425053,6119400,0,0
1997-10-22,15.75425175,15.80348379,15.45885953,15.57373428,4598200,0,0
1997-10-23,15.32757887,15.32757887,14.91731177,15.14706135,13684000,0,0
1997-10-24,15.14706108,15.54091749,14.47422305,14.57268715,15190400,0,0
1997-10-27,14.57268055,14.93371543,13.94907485,14.06394958,16333400,0,0
1997-10-28,14.06394926,15.21269657,13.12854073,15.16346455,25395200,0,0
1997-10-29,15.16347844,15.47528157,14.81885393,14.99937153,14566400,0,0
1997-10-30,14.99936707,15.39322354,14.70397472,14.70397472,9341400,0,0
1997-10-31,14.78603146,15.13065594,14.78603146,14.86808491,8183600,0,0
1997-11-03,14.96654322,15.34398894,14.96654322,15.29475689,6505000,0,0
1997-11-04,15.27834673,15.27834673,15.01577579,15.24552536,6270600,0,0
1997-11-05,15.2455205,15.40962729,15.09782439,15.13064575,5635600,0,0
1997-11-06,15.1306454,15.31116286,14.98294929,15.19628811,6092000,0,0
1997-11-07,15.08141414,15.08141414,14.68755784,14.96653938,7584800,0,0
1997-11-10,14.96654122,15.08141599,14.60550624,14.6383276,6303800,0,0
1997-11-11,14.70397315,14.91731205,14.70397315,14.85166931,4647200,0,0
1997-11-12,14.85166329,15.13064481,14.72037787,14.81884193,7542400,0,0
1997-11-13,14.90091088,15.13066061,14.90091088,15.08142853,7904800,0,0
1997-11-14,15.08141833,15.17988243,14.83525807,15.11423969,6647400,0,0
1997-11-17,15.29475626,15.78707674,15.29475626,15.65579128,8549800,0,0
1997-11-18,15.65578681,15.90194698,15.55732275,15.68860817,7615600,0,0
1997-11-19,15.6886063,16.31221199,15.6229636,16.31221199,10506400,0,0
1997-11-20,16.44349504,16.75529784,16.44349504,16.67324448,10096600,0,0
1997-11-21,16.67325269,16.73889542,16.3942711,16.73889542,9488000,0,0
1997-11-24,16.68966056,16.68966056,16.42708969,16.42708969,6105200,0,0
1997-11-25,16.45990722,16.88658478,16.45990722,16.83735275,7393200,0,0
1997-11-26,16.85775812,16.85775812,16.4137001,16.4137001,6400400,0.07,0
1997-11-28,16.43014002,16.5781593,16.43014002,16.44658661,1953200,0,0
1997-12-01,16.46303748,17.03866816,16.46303748,16.98932838,7679400,0,0
1997-12-02,17.08800839,17.41694022,17.08800839,17.33470726,11096000,0,0
1997-12-03,17.33470487,17.40049123,17.05511286,17.31825829,6606400,0,0
1997-12-04,17.31825633,17.36759609,16.972878,17.05511093,6271800,0,0
1997-12-05,17.05510725,17.49916501,17.03866067,17.38403893,5987400,0,0
1997-12-08,17.30180967,17.30180967,16.57815984,16.72617912,10053200,0,0
1997-12-09,16.72618151,16.82486104,16.54526902,16.7426281,6445200,0,0
1997-12-10,16.74263,16.87420273,16.5617175,16.80841637,6047600,0,0
1997-12-11,16.80841446,16.87420081,16.62750197,16.7426281,6752200,0,0
1997-12-12,16.80841494,17.18668651,16.80841494,17.08800697,6554600,0,0
1997-12-15,17.10445498,17.4498334,17.10445498,17.33470726,7177200,0,0
1997-12-16,17.33470774,17.4169407,17.12090205,17.28536797,4456200,0,0
1997-12-17,17.28536749,17.4498334,17.20313453,17.33470726,4877400,0,0
1997-12-18,17.3347024,17.46627509,16.89064455,16.90709114,7065800,0,0
1997-12-19,16.90709261,17.31825732,16.38080179,17.21957779,15696800,0,0
1997-12-22,17.21957309,17.54850476,17.13734017,17.38403893,7435400,0,0
